c81971,37.533338,126.726078
c81971,37.533341,126.72606
c81971,37.53334,126.726056
c81971,37.53334,126.726071
c81971,37.533336,126.72608
c81971,37.533335,126.72609
c81971,37.533345,126.726101
c81971,37.533341,126.726088
c81971,37.53334,126.726055
c81971,37.53334,126.726043
c81971,37.533341,126.726025
c81971,37.533335,126.726003
c81971,37.533335,126.726001
c81971,37.533335,126.726005
c81971,37.533331,126.726
c81971,37.533331,126.726001
c81971,37.53333,126.725993
c81971,37.533331,126.725995
c81971,37.533336,126.725993
c81971,37.53334,126.725996
c81971,37.533341,126.725996
c81971,37.533341,126.725993
c81971,37.533338,126.725996
c81971,37.533338,126.725998
c81971,37.533341,126.726005
c81971,37.533338,126.726006
c81971,37.533338,126.72601
c81971,37.533343,126.726021
c81971,37.53335,126.726031
c81971,37.533353,126.726048
c81971,37.53335,126.726058
c81971,37.533345,126.726055
c81971,37.53334,126.726065
c81971,37.533338,126.726078
c81971,37.533338,126.72608
c81971,37.533336,126.726091
c81971,37.533336,126.726095
c81971,37.53334,126.726091
c81971,37.533336,126.726086
c81971,37.533335,126.72608
c81971,37.533335,126.726076
c81971,37.533335,126.726078
c81971,37.533338,126.726083
c81971,37.533343,126.72608
c81971,37.533345,126.726075
c81971,37.533346,126.726078
c81971,37.533348,126.726081
c81971,37.53335,126.726075
c81971,37.53335,126.72606
c81971,37.53335,126.726061
c81971,37.533346,126.726066
c81971,37.533341,126.72607
c81971,37.533341,126.726075
c81971,37.533338,126.726081
c81971,37.533336,126.726083
c81971,37.533328,126.726083
c81971,37.533326,126.726083
c81971,37.533323,126.726083
c81971,37.533321,126.726083
c81971,37.533321,126.726081
c81971,37.533316,126.726075
c81971,37.533315,126.726073
c81971,37.533321,126.726068
c81971,37.533336,126.72605
c81971,37.533348,126.726035
c81971,37.533353,126.726011
c81971,37.533353,126.726001
c81971,37.533356,126.726
c81971,37.53336,126.726016
c81971,37.53336,126.726035
c81971,37.533353,126.726053
c81971,37.533343,126.726065
c81971,37.53334,126.726068
c81971,37.533341,126.726058
c81971,37.533338,126.726058
c81971,37.533336,126.72606
c81971,37.533333,126.72606
c81971,37.533328,126.726063
c81971,37.533313,126.726073
c81971,37.533298,126.726071
c81971,37.533281,126.726061
c81971,37.53327,126.726065
c81971,37.533268,126.726073
c81971,37.533271,126.726083
c81971,37.533278,126.726096
c81971,37.53328,126.72611
c81971,37.53328,126.72612
c81971,37.533281,126.726128
c81971,37.533286,126.726136
c81971,37.533291,126.726141
c81971,37.533293,126.726141
c81971,37.533295,126.726143
c81971,37.533298,126.726143
c81971,37.533303,126.72614
c81971,37.533308,126.726135
c81971,37.53331,126.726126
c81971,37.533311,126.72612
c81971,37.533311,126.726113
c81971,37.533313,126.726108
c81971,37.533315,126.726108
c81971,37.533311,126.726101
c81971,37.533313,126.726095
c81971,37.53334,126.726116
c81971,37.533338,126.726138
c81971,37.533338,126.72614
c81971,37.533341,126.726135
c81971,37.53334,126.726138
c81971,37.533336,126.72614
c81971,37.533336,126.72614
c81971,37.53334,126.726138
c81971,37.533343,126.726141
c81971,37.53335,126.726141
c81971,37.533355,126.726141
c81971,37.53336,126.72614
c81971,37.533356,126.726135
c81971,37.53337,126.726125
c81971,37.533381,126.726115
c81971,37.533386,126.726115
c81971,37.533393,126.72611
c81971,37.533403,126.72611
c81971,37.533413,126.7261
c81971,37.533421,126.726086
c81971,37.533431,126.726088
c81971,37.53344,126.726086
c81971,37.533426,126.726096
c81971,37.533431,126.726113
c81971,37.53346,126.726128
c81971,37.53345,126.726126
c81971,37.533456,126.726126
c81971,37.53354,126.72613
c81971,37.533456,126.726126
c81971,37.533445,126.726121
c81971,37.533445,126.726108
c81971,37.533431,126.726105
c81971,37.533421,126.72611
c81971,37.533425,126.726111
c81971,37.533428,126.726106
c81971,37.533425,126.726098
c81971,37.53342,126.726095
c81971,37.53341,126.726091
c81971,37.533405,126.726086
c81971,37.533401,126.726083
c81971,37.533398,126.726076
c81971,37.533391,126.726078
c81971,37.533391,126.726071
c81971,37.533391,126.726071
c81971,37.533385,126.726063
c81971,37.533375,126.72605
c81971,37.533371,126.726041
c81971,37.533375,126.72604
c81971,37.533378,126.726038
c81971,37.533378,126.72604
c81971,37.533378,126.72604
c81971,37.53338,126.726045
c81971,37.53338,126.726051
c81971,37.533381,126.726055
c81971,37.533383,126.726053
c81971,37.533381,126.72605
c81971,37.53338,126.726043
c81971,37.533375,126.726043
c81971,37.533375,126.726045
c81971,37.533375,126.726048
c81971,37.533378,126.726053
c81971,37.53338,126.726045
c81971,37.533376,126.726038
c81971,37.53338,126.726041
c81971,37.533376,126.726043
c81971,37.533375,126.72604
c81971,37.533371,126.726031
c81971,37.533363,126.726028
c81971,37.533355,126.726025
c81971,37.53336,126.726025
c81971,37.533363,126.726025
c81971,37.533361,126.726033
c81971,37.533355,126.726038
c81971,37.533346,126.726036
c81971,37.533341,126.726031
c81971,37.533335,126.726033
c81971,37.533326,126.726031
c81971,37.533315,126.726035
c81971,37.53331,126.726043
c81971,37.533308,126.726051
c81971,37.533305,126.726061
c81971,37.533306,126.726066
c81971,37.533308,126.726065
c81971,37.533303,126.726063
c81971,37.533296,126.72606
c81971,37.533283,126.726063
c81971,37.533278,126.726063
c81971,37.533275,126.726065
c81971,37.533275,126.726068
c81971,37.53328,126.726066
c81971,37.533281,126.726063
c81971,37.533283,126.726058
c81971,37.533283,126.726053
c81971,37.533283,126.726053
c81971,37.533288,126.726053
c81971,37.533298,126.726051
c81971,37.533305,126.726051
c81971,37.533311,126.72605
c81971,37.53332,126.726043
c81971,37.533326,126.726036
c81971,37.533326,126.72604
c81971,37.53331,126.72605
c81971,37.533293,126.726055
c81971,37.533281,126.726058
c81971,37.533283,126.726055
c81971,37.533291,126.726053
c81971,37.533298,126.726048
c81971,37.533305,126.726045
c81971,37.533308,126.726035
c81971,37.533306,126.726025
c81971,37.533298,126.726021
c81971,37.533293,126.726028
c81971,37.533285,126.726043
c81971,37.533285,126.726051
c81971,37.533291,126.726058
c81971,37.533296,126.726066
c81971,37.533295,126.726075
c81971,37.533285,126.726081
c81971,37.533275,126.726085
c81971,37.533275,126.726083
c81971,37.533286,126.726078
c81971,37.533301,126.72607
c81971,37.533315,126.726068
c81971,37.53332,126.726068
c81971,37.53332,126.726068
c81971,37.53332,126.726075
c81971,37.533318,126.726073
c81971,37.533321,126.72607
c81971,37.533326,126.72607
c81971,37.533331,126.726063
c81971,37.533336,126.726058
c81971,37.533338,126.726053
c81971,37.533336,126.726045
c81971,37.533335,126.72604
c81971,37.53333,126.726033
c81971,37.533326,126.726025
c81971,37.533328,126.726018
c81971,37.533331,126.726013
c81971,37.533331,126.726005
c81971,37.533331,126.725998
c81971,37.533318,126.725996
c81971,37.533311,126.725991
c81971,37.533316,126.725991
c81971,37.533323,126.725983
c81971,37.53333,126.725995
c81971,37.53334,126.726016
c81971,37.53334,126.726026
c81971,37.53334,126.726031
c81971,37.533338,126.72603
c81971,37.533335,126.726033
c81971,37.53333,126.726038
c81971,37.533328,126.726045
c81971,37.533333,126.726046
c81971,37.533338,126.726045
c81971,37.53334,126.726041
c81971,37.533341,126.726038
c81971,37.533348,126.72604
c81971,37.533353,126.726043
c81971,37.533346,126.726045
c81971,37.533336,126.726043
c81971,37.533326,126.726045
c81971,37.533316,126.726051
c81971,37.53332,126.72606
c81971,37.533321,126.72607
c81971,37.533323,126.726076
c81971,37.533323,126.726083
c81971,37.53332,126.726086
c81971,37.533318,126.726086
c81971,37.533318,126.726086
c81971,37.533321,126.726088
c81971,37.53333,126.72609
c81971,37.533341,126.726088
c81971,37.533348,126.726093
c81971,37.533353,126.726101
c81971,37.533353,126.72611
c81971,37.533355,126.726115
c81971,37.533348,126.72611
c81971,37.533341,126.72611
c81971,37.53334,126.726105
c81971,37.533338,126.726101
c81971,37.533338,126.726098
c81971,37.533333,126.726098
c81971,37.533325,126.726093
c81971,37.533311,126.726095
c81971,37.533295,126.726098
c81971,37.533285,126.726093
c81971,37.533283,126.726086
c81971,37.533286,126.726078
c81971,37.533285,126.72608
c81971,37.53328,126.726081
c81971,37.533273,126.726081
c81971,37.533265,126.726086
c81971,37.533255,126.726096
c81971,37.533246,126.726106
c81971,37.533245,126.726113
c81971,37.533246,126.726115
c81971,37.533251,126.72612
c81971,37.533255,126.726118
c81971,37.533265,126.726113
c81971,37.533276,126.726106
c81971,37.533288,126.726098
c81971,37.5333,126.726088
c81971,37.533306,126.726075
c81971,37.533306,126.726066
c81971,37.533303,126.72606
c81971,37.533296,126.72605
c81971,37.533286,126.726043
c81971,37.533281,126.726036
c81971,37.533283,126.726033
c81971,37.533291,126.726026
c81971,37.533296,126.726023
c81971,37.533298,126.726025
c81971,37.533301,126.726023
c81971,37.533301,126.72602
c81971,37.5333,126.726016
c81971,37.533301,126.726016
c81971,37.533311,126.726011
c81971,37.533316,126.726011
c81971,37.533323,126.726008
c81971,37.533328,126.726006
c81971,37.53333,126.726008
c81971,37.533336,126.72601
c81971,37.533343,126.72602
c81971,37.533345,126.726023
c81971,37.533363,126.726028
c81971,37.533383,126.72603
c81971,37.53339,126.726026
c81971,37.533388,126.726023
c81971,37.53338,126.726021
c81971,37.533373,126.726021
c81971,37.533368,126.726021
c81971,37.533366,126.726018
c81971,37.533365,126.726016
c81971,37.533366,126.726011
c81971,37.533368,126.726013
c81971,37.53337,126.726015
c81971,37.533373,126.726015
c81971,37.533375,126.726025
c81971,37.533373,126.72604
c81971,37.533371,126.726068
c81971,37.533376,126.726078
c81971,37.533381,126.726068
c81971,37.533388,126.726055
c81971,37.53339,126.726051
c81971,37.533386,126.726068
c81971,37.53338,126.726098
c81971,37.533371,126.72612
c81971,37.533371,126.726118
c81971,37.533378,126.726116
c81971,37.533383,126.726116
c81971,37.533381,126.726121
c81971,37.533375,126.726128
c81971,37.533375,126.726138
c81971,37.533378,126.726151
c81971,37.533383,126.726158
c81971,37.533385,126.726148
c81971,37.533381,126.726145
c81971,37.533383,126.72614
c81971,37.533383,126.72614
c81971,37.533383,126.726143
c81971,37.533375,126.726156
c81971,37.533363,126.726185
c81971,37.533368,126.726188
c81971,37.53338,126.72616
c81971,37.53339,126.726136
c81971,37.5334,126.726115
c81971,37.533405,126.726115
c81971,37.533411,126.726111
c81971,37.533421,126.7261
c81971,37.533426,126.726081
c81971,37.533428,126.726078
c81971,37.533423,126.726086
c81971,37.533418,126.726088
c81971,37.533415,126.72609
c81971,37.533413,126.72609
c81971,37.533415,126.726088
c81971,37.533415,126.726085
c81971,37.533416,126.726085
c81971,37.533416,126.726095
c81971,37.533416,126.726098
c81971,37.533415,126.726095
c81971,37.533415,126.726091
c81971,37.533426,126.726083
c81971,37.53343,126.72608
c81971,37.533425,126.726081
c81971,37.533425,126.726075
c81971,37.533428,126.726065
c81971,37.533443,126.726045
c81971,37.53345,126.726031
c81971,37.533448,126.72603
c81971,37.53345,126.726026
c81971,37.533456,126.726018
c81971,37.533451,126.726016
c81971,37.533453,126.726015
c81971,37.533463,126.726011
c81971,37.533465,126.726008
c81971,37.533451,126.72602
c81971,37.533438,126.72603
c81971,37.533435,126.726026
c81971,37.53344,126.726021
c81971,37.53344,126.726018
c81971,37.533436,126.726023
c81971,37.533436,126.726026
c81971,37.533433,126.726033
c81971,37.533435,126.726036
c81971,37.533426,126.726045
c81971,37.533421,126.726053
c81971,37.533418,126.72606
c81971,37.533408,126.726061
c81971,37.533393,126.72606
c81971,37.533391,126.726056
c81971,37.533411,126.726045
c81971,37.533428,126.726033
c81971,37.53343,126.726033
c81971,37.533425,126.726035
c81971,37.533425,126.726025
c81971,37.533413,126.726023
c81971,37.53341,126.726018
c81971,37.533418,126.726008
c81971,37.533421,126.726003
c81971,37.53343,126.725995
c81971,37.533425,126.725995
c81971,37.533408,126.72601
c81971,37.533403,126.726016
c81971,37.533396,126.726026
c81971,37.533388,126.726035
c81971,37.533385,126.726038
c81971,37.533383,126.726035
c81971,37.533376,126.726035
c81971,37.533375,126.726038
c81971,37.53337,126.726043
c81971,37.533363,126.72605
c81971,37.533361,126.726055
c81971,37.533358,126.726056
c81971,37.533358,126.726055
c81971,37.53336,126.72606
c81971,37.533363,126.726061
c81971,37.533361,126.72606
c81971,37.533358,126.72606
c81971,37.533353,126.726061
c81971,37.533348,126.726061
c81971,37.533345,126.726061
c81971,37.533345,126.726061
c81971,37.533348,126.726065
c81971,37.53335,126.726066
c81971,37.533348,126.72607
c81971,37.53335,126.726071
c81971,37.53335,126.72607
c81971,37.533348,126.72607
c81971,37.53335,126.726071
c81971,37.533351,126.726073
c81971,37.533351,126.726073
c81971,37.53335,126.726075
c81971,37.533348,126.726078
c81971,37.533345,126.726081
c81971,37.533341,126.726088
c81971,37.533338,126.726091
c81971,37.53334,126.726091
c81971,37.533341,126.726091
c81971,37.533343,126.726091
c81971,37.533348,126.726091
c81971,37.53335,126.726095
c81971,37.533351,126.726096
c81971,37.533351,126.726098
c81971,37.533346,126.726101
c81971,37.53334,126.72611
c81971,37.533331,126.726115
c81971,37.533321,126.726118
c81971,37.533316,126.726118
c81971,37.533313,126.726116
c81971,37.533308,126.726116
c81971,37.533305,126.726115
c81971,37.533305,126.726111
c81971,37.533305,126.726106
c81971,37.53331,126.726101
c81971,37.53331,126.726098
c81971,37.533311,126.726091
c81971,37.533313,126.726086
c81971,37.533311,126.726085
c81971,37.533308,126.726086
c81971,37.533305,126.72609
c81971,37.533303,126.72609
c81971,37.533303,126.726088
c81971,37.533298,126.72609
c81971,37.533298,126.726093
c81971,37.53329,126.726106
c81971,37.533286,126.726113
c81971,37.533276,126.726115
c81971,37.533271,126.72611
c81971,37.53327,126.726101
c81971,37.533278,126.72609
c81971,37.533276,126.726088
c81971,37.533276,126.726088
c81971,37.533288,126.726086
c81971,37.533301,126.726086
c81971,37.533308,126.726088
c81971,37.533306,126.72609
c81971,37.533305,126.726093
c81971,37.533303,126.726085
c81971,37.533301,126.726081
c81971,37.533305,126.726075
c81971,37.533305,126.72607
c81971,37.533306,126.726066
c81971,37.533325,126.726063
c81971,37.533343,126.72606
c81971,37.533356,126.72606
c81971,37.533366,126.726053
c81971,37.533373,126.72605
c81971,37.53337,126.726051
c81971,37.533365,126.726055
c81971,37.533358,126.726061
c81971,37.533358,126.726068
c81971,37.533358,126.72607
c81971,37.533356,126.726071
c81971,37.53335,126.726078
c81971,37.533351,126.726086
c81971,37.533356,126.72609
c81971,37.53337,126.726076
c81971,37.533381,126.726063
c81971,37.53339,126.726053
c81971,37.533388,126.726053
c81971,37.533383,126.726056
c81971,37.53339,126.726046
c81971,37.533403,126.726025
c81971,37.533406,126.726008
c81971,37.533408,126.726001
c81971,37.533418,126.726008
c81971,37.533393,126.726031
c81971,37.533376,126.72605
c81971,37.53338,126.726056
c81971,37.53338,126.726063
c81971,37.533385,126.726066
c81971,37.533388,126.726065
c81971,37.533391,126.72606
c81971,37.533391,126.726055
c81971,37.533386,126.726055
c81971,37.533393,126.726055
c81971,37.533393,126.726061
c81971,37.533388,126.726073
c81971,37.533378,126.72608
c81971,37.533375,126.726081
c81971,37.533366,126.72609
c81971,37.533368,126.726093
c81971,37.533371,126.726096
c81971,37.533391,126.726081
c81971,37.533401,126.726068
c81971,37.533428,126.72604
c81971,37.533445,126.726023
c81971,37.533471,126.726001
c81971,37.533468,126.726005
c81971,37.533445,126.726021
c81971,37.533378,126.726075
c81971,37.533368,126.72608
c81971,37.533363,126.726081
c81971,37.533356,126.726083
c81971,37.533336,126.726096
c81971,37.533285,126.726141
c81971,37.53327,126.726158
c81971,37.533276,126.726158
c81971,37.533281,126.726165
c81971,37.5333,126.726151
c81971,37.533313,126.726141
c81971,37.533325,126.72613
c81971,37.533333,126.726116
c81971,37.533341,126.726108
c81971,37.533348,126.726105
c81971,37.533361,126.726093
c81971,37.533385,126.726073
c81971,37.533401,126.726055
c81971,37.533403,126.726048
c81971,37.53341,126.726041
c81971,37.533393,126.726055
c81971,37.533373,126.726071
c81971,37.533355,126.726088
c81971,37.533343,126.7261
c81971,37.533328,126.726116
c81971,37.533321,126.726131
c81971,37.533321,126.726131
c81971,37.533321,126.726131
c81971,37.533325,126.72613
c81971,37.53333,126.726131
c81971,37.533335,126.726136
c81971,37.533335,126.72614
c81971,37.533338,126.726136
c81971,37.533341,126.72613
c81971,37.533346,126.72612
c81971,37.533353,126.726106
c81971,37.533363,126.726096
c81971,37.53338,126.726096
c81971,37.533395,126.72609
c81971,37.533396,126.726085
c81971,37.533393,126.726081
c81971,37.53339,126.726081
c81971,37.533391,126.726083
c81971,37.533395,126.726081
c81971,37.5334,126.726055
c81971,37.533391,126.726045
c81971,37.533375,126.726065
c81971,37.533368,126.72607
c81971,37.533361,126.72607
c81971,37.53336,126.72607
c81971,37.533358,126.726061
c81971,37.533358,126.726053
c81971,37.533366,126.726048
c81971,37.533376,126.72605
c81971,37.533388,126.726053
c81971,37.533401,126.726056
c81971,37.53341,126.726058
c81971,37.53342,126.726056
c81971,37.533433,126.726056
c81971,37.533453,126.726055
c81971,37.533485,126.726055
c81971,37.533525,126.726058
c81971,37.533548,126.726061
c81971,37.53356,126.726066
c81971,37.533571,126.726073
c81971,37.533573,126.72608
c81971,37.533566,126.726085
c81971,37.53354,126.726088
c81971,37.533508,126.726095
c81971,37.53348,126.726088
c81971,37.533475,126.726071
c81971,37.533471,126.726058
c81971,37.533463,126.726046
c81971,37.533453,126.726043
c81971,37.533443,126.726041
c81971,37.533428,126.726041
c81971,37.533421,126.726036
c81971,37.533421,126.726035
c81971,37.533433,126.726031
c81971,37.533443,126.72603
c81971,37.533455,126.72603
c81971,37.533468,126.726028
c81971,37.533471,126.72603
c81971,37.533476,126.726031
c81971,37.533483,126.726033
c81971,37.533478,126.726036
c81971,37.533476,126.726038
c81971,37.53347,126.72604
c81971,37.533458,126.726043
c81971,37.533446,126.726045
c81971,37.533438,126.726045
c81971,37.53343,126.72605
c81971,37.533425,126.726056
c81971,37.533418,126.726068
c81971,37.533396,126.726075
c81971,37.533376,126.726076
c81971,37.533363,126.726081
c81971,37.533363,126.726096
c81971,37.53337,126.72611
c81971,37.533378,126.726115
c81971,37.533385,126.726111
c81971,37.533391,126.726103
c81971,37.533401,126.726103
c81971,37.533408,126.726106
c81971,37.53341,126.726111
c81971,37.533413,126.726116
c81971,37.533418,126.726115
c81971,37.533426,126.726115
c81971,37.53344,126.726116
c81971,37.533453,126.726115
c81971,37.533458,126.726106
c81971,37.533466,126.726098
c81971,37.533473,126.726091
c81971,37.533483,126.72609
c81971,37.533485,126.726088
c81971,37.533486,126.72609
c81971,37.533478,126.72609
c81971,37.533465,126.726093
c81971,37.533446,126.726095
c81971,37.533426,126.726095
c81971,37.53341,126.726091
c81971,37.533403,126.726088
c81971,37.5334,126.72608
c81971,37.533395,126.726071
c81971,37.533396,126.726058
c81971,37.5334,126.726048
c81971,37.533403,126.726041
c81971,37.533406,126.726033
c81971,37.533408,126.726041
c81971,37.533405,126.726063
c81971,37.533403,126.726076
c81971,37.5334,126.726078
c81971,37.533395,126.726071
c81971,37.533391,126.726068
c81971,37.53339,126.72607
c81971,37.533388,126.726076
c81971,37.533386,126.726085
c81971,37.533386,126.726081
c81971,37.533383,126.726083
c81971,37.53338,126.726078
c81971,37.533375,126.726078
c81971,37.533371,126.726091
c81971,37.533368,126.726111
c81971,37.533365,126.726128
c81971,37.53337,126.726106
c81971,37.533371,126.726091
c81971,37.533373,126.726081
c81971,37.533378,126.726073
c81971,37.533388,126.726065
c81971,37.533398,126.726056
c81971,37.533413,126.726045
c81971,37.53343,126.72604
c81971,37.533443,126.72604
c81971,37.533448,126.726043
c81971,37.53345,126.726053
c81971,37.533448,126.726065
c81971,37.533446,126.726068
c81971,37.533443,126.726065
c81971,37.533436,126.726063
c81971,37.533425,126.726066
c81971,37.533413,126.72607
c81971,37.533403,126.72607
c81971,37.533396,126.72607
c81971,37.533396,126.726066
c81971,37.533398,126.726066
c81971,37.533398,126.726061
c81971,37.533393,126.726061
c81971,37.533391,126.726065
c81971,37.53339,126.726061
c81971,37.533395,126.726071
c81971,37.533403,126.726065
c81971,37.533406,126.726078
c81971,37.533408,126.726036
c81971,37.533406,126.726006
c81971,37.53341,126.726001
c81971,37.533416,126.726001
c81971,37.533426,126.726011
c81971,37.533428,126.726015
c81971,37.53342,126.726021
c81971,37.533403,126.726031
c81971,37.533398,126.726031
c81971,37.533408,126.726031
c81971,37.533421,126.726031
c81971,37.533423,126.726028
c81971,37.533413,126.726028
c81971,37.533411,126.72602
c81971,37.533423,126.726003
c81971,37.533438,126.72599
c81971,37.533441,126.725993
c81971,37.53344,126.725996
c81971,37.533438,126.725986
c81971,37.533438,126.725968
c81971,37.533446,126.725946
c81971,37.533448,126.725951
c81971,37.533445,126.725963
c81971,37.533436,126.725971
c81971,37.533423,126.725981
c81971,37.533405,126.725988
c81971,37.53339,126.725996
c81971,37.53339,126.725998
c81971,37.5334,126.726005
c81971,37.53341,126.726011
c81971,37.533421,126.726023
c81971,37.533421,126.726026
c81971,37.533413,126.726018
c81971,37.533395,126.725998
c81971,37.533393,126.725988
c81971,37.533396,126.725983
c81971,37.533405,126.725993
c81971,37.533416,126.726008
c81971,37.533421,126.726016
c81971,37.533425,126.726026
c81971,37.533425,126.726038
c81971,37.533431,126.726051
c81971,37.533431,126.726055
c81971,37.53343,126.726063
c81971,37.533428,126.726071
c81971,37.533426,126.726073
c81971,37.533425,126.726081
c81971,37.53342,126.726086
c81971,37.533421,126.726088
c81971,37.533425,126.726086
c81971,37.533426,126.726076
c81971,37.533426,126.726073
c81971,37.533428,126.726068
c81971,37.533426,126.726066
c81971,37.533421,126.72606
c81971,37.53342,126.726051
c81971,37.533423,126.726048
c81971,37.533423,126.726041
c81971,37.53343,126.726036
c81971,37.533438,126.726031
c81971,37.533441,126.726025
c81971,37.533445,126.726016
c81971,37.533446,126.726006
c81971,37.533448,126.726003
c81971,37.53345,126.726003
c81971,37.53345,126.725996
c81971,37.533451,126.725985
c81971,37.533456,126.725975
c81971,37.533458,126.725971
c81971,37.533451,126.725981
c81971,37.533443,126.725993
c81971,37.533435,126.726
c81971,37.533425,126.726005
c81971,37.533415,126.72601
c81971,37.533416,126.726013
c81971,37.533418,126.726016
c81971,37.533423,126.726016
c81971,37.533428,126.726016
c81971,37.533426,126.726015
c81971,37.533423,126.726011
c81971,37.533425,126.726005
c81971,37.533428,126.725998
c81971,37.533433,126.725988
c81971,37.533436,126.725985
c81971,37.533436,126.725981
c81971,37.533433,126.725978
c81971,37.533426,126.725973
c81971,37.53342,126.725968
c81971,37.53341,126.725966
c81971,37.533401,126.725965
c81971,37.533391,126.72597
c81971,37.53338,126.725981
c81971,37.533363,126.72599
c81971,37.53335,126.725991
c81971,37.533338,126.72599
c81971,37.53334,126.72599
c81971,37.533348,126.72599
c81971,37.533356,126.725993
c81971,37.533368,126.726001
c81971,37.533373,126.726005
c81971,37.533376,126.726001
c81971,37.53338,126.725998
c81971,37.533383,126.725991
c81971,37.533388,126.725986
c81971,37.533396,126.72599
c81971,37.5334,126.726
c81971,37.533401,126.726013
c81971,37.533405,126.726025
c81971,37.533408,126.726026
c81971,37.53341,126.726031
c81971,37.533411,126.726038
c81971,37.53341,126.726041
c81971,37.53341,126.726048
c81971,37.533411,126.726046
c81971,37.533418,126.726045
c81971,37.533421,126.726035
c81971,37.533418,126.72603
c81971,37.533413,126.726036
c81971,37.533411,126.726038
c81971,37.533408,126.726036
c81971,37.533405,126.726033
c81971,37.533403,126.72604
c81971,37.533406,126.72604
c81971,37.53341,126.72604
c81971,37.533413,126.726036
c81971,37.533415,126.726033
c81971,37.533416,126.726028
c81971,37.533423,126.726021
c81971,37.533435,126.726018
c81971,37.533443,126.726011
c81971,37.533455,126.726011
c81971,37.53346,126.726011
c81971,37.53346,126.726013
c81971,37.533456,126.726011
c81971,37.533455,126.726016
c81971,37.533453,126.726015
c81971,37.533451,126.726008
c81971,37.533445,126.726
c81971,37.533436,126.726006
c81971,37.533428,126.726008
c81971,37.53342,126.726013
c81971,37.533411,126.726018
c81971,37.533408,126.726023
c81971,37.533405,126.72603
c81971,37.533403,126.72604
c81971,37.533403,126.72604
c81971,37.533405,126.726035
c81971,37.533395,126.726035
c81971,37.533383,126.726033
c81971,37.533381,126.726031
c81971,37.533385,126.726028
c81971,37.533376,126.726023
c81971,37.53337,126.726018
c81971,37.53337,126.726016
c81971,37.53337,126.726021
c81971,37.533365,126.72603
c81971,37.533358,126.726031
c81971,37.533356,126.72603
c81971,37.533358,126.726033
c81971,37.533356,126.726036
c81971,37.533351,126.72604
c81971,37.533351,126.726045
c81971,37.53335,126.726046
c81971,37.533348,126.726045
c81971,37.533341,126.72604
c81971,37.533336,126.726036
c81971,37.53333,126.726031
c81971,37.533328,126.726023
c81971,37.533325,126.726018
c81971,37.533323,126.726016
c81971,37.533318,126.726018
c81971,37.533313,126.726023
c81971,37.533308,126.726026
c81971,37.533306,126.726033
c81971,37.533306,126.726036
c81971,37.533306,126.726038
c81971,37.533306,126.726043
c81971,37.533306,126.726045
c81971,37.533305,126.72605
c81971,37.533311,126.726056
c81971,37.53332,126.726058
c81971,37.533328,126.726055
c81971,37.533338,126.726048
c81971,37.533346,126.726041
c81971,37.533348,126.72604
c81971,37.533346,126.726038
c81971,37.533345,126.726036
c81971,37.533346,126.72603
c81971,37.533351,126.726025
c81971,37.533351,126.726025
c81971,37.53335,126.726026
c81971,37.53335,126.726028
c81971,37.533348,126.726035
c81971,37.533311,126.726046
c81971,37.533356,126.726056
c81971,37.53336,126.726061
c81971,37.533363,126.726071
c81971,37.533365,126.726078
c81971,37.533365,126.726078
c81971,37.533363,126.726075
c81971,37.533358,126.726071
c81971,37.533353,126.726063
c81971,37.533351,126.726055
c81971,37.533348,126.726046
c81971,37.533351,126.726036
c81971,37.533351,126.72603
c81971,37.533353,126.726021
c81971,37.53335,126.726015
c81971,37.533346,126.726015
c81971,37.533346,126.726015
c81971,37.533345,126.726021
c81971,37.533345,126.726025
c81971,37.533343,126.726023
c81971,37.53334,126.726025
c81971,37.533338,126.726028
c81971,37.533336,126.726033
c81971,37.533333,126.726038
c81971,37.533328,126.72604
c81971,37.533323,126.726043
c81971,37.533316,126.726043
c81971,37.533311,126.72605
c81971,37.53331,126.726056
c81971,37.533305,126.726058
c81971,37.533296,126.726056
c81971,37.533298,126.726056
c81971,37.533303,126.72606
c81971,37.533306,126.726063
c81971,37.533305,126.726066
c81971,37.533308,126.72607
c81971,37.533313,126.726073
c81971,37.533318,126.726066
c81971,37.533318,126.72606
c81971,37.533326,126.726055
c81971,37.533333,126.726053
c81971,37.53333,126.726051
c81971,37.533326,126.726051
c81971,37.533323,126.726051
c81971,37.533321,126.726053
c81971,37.533321,126.726051
c81971,37.533328,126.726058
c81971,37.533321,126.726063
c81971,37.533315,126.726061
c81971,37.533313,126.726058
c81971,37.533313,126.726053
c81971,37.53332,126.726053
c81971,37.533325,126.726055
c81971,37.533331,126.726055
c81971,37.533335,126.726055
c81971,37.533343,126.726065
c81971,37.533368,126.72613
c81971,37.533371,126.726135
c81971,37.533376,126.726138
c81971,37.533378,126.726143
c81971,37.533385,126.726153
c81971,37.533391,126.726156
c81971,37.533393,126.726138
c81971,37.533396,126.726133
c81971,37.533398,126.726125
c81971,37.533396,126.726113
c81971,37.533398,126.726066
c81971,37.53339,126.72605
c81971,37.533385,126.726045
c81971,37.53338,126.726038
c81971,37.533376,126.726038
c81971,37.533378,126.726033
c81971,37.533381,126.726021
c81971,37.533385,126.726011
c81971,37.53339,126.726
c81971,37.533395,126.725993
c81971,37.5334,126.725991
c81971,37.533403,126.725991
c81971,37.533406,126.72599
c81971,37.53341,126.725985
c81971,37.53341,126.725983
c81971,37.53341,126.725983
